Store Number,Dba,Store Name,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Website Address,Latitude,Longitude,Geo Accuracy,Country,Country Code,County
"13010","PostalAnnex+","","555 West Country Club Lane","Escondido","CA","92026-1226","(760) 317-5913","(760) 371-5917","pa13010@postalannex.com","http://www.postalannex.com/13010","33.1584155","-117.0999357","PREMISE: ROOFTOP","United States","US","San Diego County"
"14001","PostalAnnex+","Aliso Village Shopping Center","23986 Aliso Creek Rd, Ste A12","Laguna Niguel","CA","92677-3908","(949) 600-7037","(949) 600-7093","pa14001@postalannex.com","http://postalannex.com/14001","33.5554035","-117.7117832","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"14003","PostalAnnex+","Bradford - Publix, Cary","12218 Bradford Green Square","Cary","NC","27519","(919) 650-3800","(919) 650-3802","pa14003@postalannex.com","http://postalannex.com/location/cary/14003","35.7937552","-78.8462199","PREMISE: ROOFTOP","United States","US","Wake County"
"14006","PostalAnnex+","Mountain Mall","6475 US Highway 93 S","Whitefish","MT","59937-8265","(406) 862-6245","(406) 862-6266","pa14006@postalannex.com","http://www.postalannex.com/14006","48.3946246","-114.3338914","STREET_ADDRESS: ROOFTOP","United States","US","Flathead County"
"14007","PostalAnnex+","Indio Towne Center","42250 Jackson Street Ste 103","Indio","CA","92203-9762","(760) 347-0808","(760) 347-2828","pa14007@postalannex.com","http://postalannex.com/14007","33.7407701","-116.2160308","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"14009","PostalAnnex+","Summerwalk Village","5122 Yelm Hwy SE Ste C","Lacy","WA","98503-5037","(360) 455-8763","(360) 456-1927","pa14009@postalannex.com","https://www.postalannex.com/location/lacey/14009","46.9965487","-122.8183955","SUBPREMISE: ROOFTOP","United States","US","Thurston County"
"14010","PostalAnnex+","Woodland Crossing","979 Woodland Pkwy","San Marcos","CA","92069-2282","(760) 737-0800","(760) 737-2679","pa14010@postalannex.com","http://postalannex.com/location/14010","33.1559594","-117.1294967","PREMISE: ROOFTOP","United States","US","San Diego County"
"14011","PostalAnnex+","Shops at Skylake","1728 NE Miami Gardens Dr","North Miami Beach","FL","33179-5301","(305) 948-9701","(305) 948-9703","pa14011@postalannex.com","http://postalannex.com/location/north-miami-beach/14011","25.9445865","-80.1651667","STREET_ADDRESS: ROOFTOP","United States","US","Miami-Dade County"
"14012","PostalAnnex+","","280 W Kagy Blvd, Ste D","Bozeman","MT","59715-6056","(406) 219-2210","(406) 219-2209","pa14012@postalannex.com","http://postalannex.com/location/bozeman/14012","45.660064","-111.0404901","SUBPREMISE: ROOFTOP","United States","US","Gallatin County"
"14013","PostalAnnex+","","1200 Spur Dr Ste 100","Marshfield","MO","65706-2257","(417) 859-3474","(417) 859-2651","pa14013@postalannex.com","http://postalannex.com/14013","37.3382904","-92.9248168","SUBPREMISE: ROOFTOP","United States","US","Webster County"
"14014","PostalAnnex+","Bonita Point Plaza","750 Otay Lakes Road","Chula Vista","CA","91910","(619) 482-0914","(619) 482-0916","pa14014@postalannex.com","https://www.postalannex.com/location/chula-vista/14014","32.6452711","-117.0018468","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"14015","PostalAnnex+","Falcon Town Center","7661 McLaughlin Rd","Falcon","CO","80831-4727","(719) 886-7447","(719) 886-3299","pa14015@postalannex.com","https://www.postalannex.com/location/falcon/14015","38.9411143","-104.6011428","STREET_ADDRESS: ROOFTOP","United States","US","El Paso County"
"14016","PostalAnnex+","","233 Broad St","Bridgewater","MA","02324","(508) 807-1053","(508) 807-4027","pa14016@postalannex.com","https://www.postalannex.com/location/bridgewater/14016","41.9941079","-70.9728814","STREET_ADDRESS: ROOFTOP","United States","US","Plymouth County"
"14018","PostalAnnex+","Doral Commons - Next to Publix","7520 NW 104th Ave","Doral","FL","33178-3374","(786) 245-7721","(786) 245-7719","pa14018@postalannex.com","https://www.postalannex.com/location/doral/14018","25.8421934","-80.3678844","PREMISE: ROOFTOP","United States","US","Miami-Dade County"
"14019","PostalAnnex+","The District Shopping Center","11429 S District Dr Ste 200","South Jordan","UT","84095-6038","(801) 790-1000","(801) 790-7447","pa14019@postalannex.com","http://postalannex.com/location/south-jordan/14019","40.5436387","-111.9810292","SUBPREMISE: ROOFTOP","United States","US","Salt Lake County"
"14022","PostalAnnex+","Placentia Town Center","170 E Yorba Linda Blvd","Placentia","CA","92870-3327","(714) 524-0188","(714) 524-0488","pa14022@postalannex.com","https://www.postalannex.com/location/placentia/14022","33.886147","-117.8636863","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"14023","PostalAnnex+","The Landings at Cedar Bluff","9255 Kingston Pike","Knoxville","TN","37922-2318","(865) 221-8846","(865) 221-8856","pa14023@postalannex.com","https://www.postalannex.com/location/knoxville/14023","35.9121489","-84.0899444","PREMISE: ROOFTOP","United States","US","Knox County"
"14024","PostalAnnex+","","2010 El Camino Real","Santa Clara","CA","95050-4051","(408) 247-0139","(408) 247-0160","pa14024@postalannex.com","https://www.postalannex.com/location/santa-clara/14024","37.3501753","-121.9611437","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"15002","PostalAnnex+","Rancho Santa Fe Plaza","162 S Rancho Santa Fe Rd Ste E70","Encinitas","CA","92024-6335","(760) 230-2135","(760) 230-2132","pa15002@postalannex.com","https://www.postalannex.com/location/encinitas/15002","33.0356178","-117.2384908","PREMISE: ROOFTOP","United States","US","San Diego County"
"15003","PostalAnnex+","Publix at Laguna Isles","19481 Sheridan St","Pembroke Pines","FL","33332-1653","(754) 217-3109","(945) 637-2609","pa15003@postalannex.com","https://www.postalannex.com/location/pembroke-pines/15003","26.0295958","-80.4088006","STREET_ADDRESS: RANGE_INTERPOLATED","United States","US","Broward County"
"15004","PostalAnnex+","Brenneman Farm Shopping Center","4540 Princess Anne Rd Ste 114","Virginia Beach","VA","23462-7963","(757) 474-1111","(757) 474-1112","pa15004@postalannex.com","https://www.postalannex.com/location/virginia-beach/15004","36.8072367","-76.1323375","SUBPREMISE: ROOFTOP","United States","US",""
"15005","PostalAnnex+","Next to Starbucks","13535 Ventura Blvd Ste C","Sherman Oaks","CA","91423-3891","(818) 788-2387","(818) 788-2366","pa15005@postalannex.com","https://www.postalannex.com/location/sherman-oaks/15005","34.1477653","-118.428167","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"15006","PostalAnnex+","Hunter Plaza","2240 Market Place Blvd Ste 180","Irving","TX","75063-8126","(214) 496-0615","(214) 496-0625","pa15006@postalannex.com","https://www.postalannex.com/location/irving/15006","32.9215051","-96.9757515","SUBPREMISE: ROOFTOP","United States","US","Dallas County"
"15007","PostalAnnex+","","40960 California Oaks Rd","Murrieta","CA","92562-5747","(951) 696-1450","(951) 696-1448","pa15007@postalannex.com","https://www.postalannex.com/location/murrieta/15007","33.5678493","-117.2037684","STREET_ADDRESS: ROOFTOP","United States","US","Riverside County"
"15009","PostalAnnex+","","1171 E Alosta Avenue","Azusa","CA","91702","(626) 771-2340","(626) 771-2350","pa15009@postalannex.com","https://www.postalannex.com/location/azusa/15009","34.129741","-117.8817834","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"15011","PostalAnnex+","Two doors down from Verizon","8334 Lincoln Blvd","Los Angeles","CA","90045","(310) 667-6633","(310) 667-6637","pa15011@postalannex.com","https://www.postalannex.com/location/los-angeles/15011","33.9620142","-118.4208056","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"15012","PostalAnnex+","Victory Village","4183 Franklin Rd Ste 1B","Murfreesboro","TN","37128-4255","(615) 624-8695","(615) 546-4974","pa15012@postalannex.com","https://www.postalannex.com/location/murfreesboro/15012","35.8420653","-86.4720792","SUBPREMISE: ROOFTOP","United States","US","Rutherford County"
"15016","PostalAnnex+","North Gate Plaza","13395 Voyager Pkwy Ste 130","Colorado Springs","CO","80921","(719) 488-1077","(719) 488-1079","pa15016@postalannex.com","https://www.postalannex.com/location/colorado-springs/15016","39.0259013","-104.8170474","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"15017","PostalAnnex+","","13203 SE 172nd Ave Ste 166","Happy Valley","OR","97015","(503) 855-5710","(503) 855-5724","pa15017@postalannex.com","https://www.postalannex.com/location/happy-valley/15017","45.4273751","-122.4858142","SUBPREMISE: ROOFTOP","United States","US","Clackamas County"
"15018","PostalAnnex+","Cedar Springs","6844 Bardstown Rd","Louisville","KY","40291-3050","(502) 409-5789","(502) 708-2795","pa15018@postalannex.com","https://www.postalannex.com/location/louisville/15018","38.1465778","-85.5880998","STREET_ADDRESS: ROOFTOP","United States","US","Jefferson County"
"16004","PostalAnnex+","El Monte Center","1049 El Monte Ave Ste C","Mountain View","CA","94040-2399","(650) 383-5561","(650) 209-5859","pa16004@postalannex.com","https://www.postalannex.com/location/mountain-view/16004","37.3899093","-122.0947659","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"16006","PostalAnnex+","","23679 Calabasas Rd.","Calabasas","CA","91302","(818) 591-1097","(818) 591-0390","pa16006@postalannex.com","https://www.postalannex.com/location/calabasas/16006","34.1565542","-118.6436682","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"16007","PostalAnnex+","","13300 Victory Blvd","Van Nuys","CA","91401","(818) 453-8895","(818) 453-8079","pa16007@postalannex.com","https://www.postalannex.com/location/van-nuys/16007","34.18634","-118.4227992","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"16012","PostalAnnex+","Fort Bend Town Center","10330 Highway 6 Ste D","Missouri City","TX","77459-4741","","","","https://www.postalannex.com/location/missouri-city/16012","29.5296386","-95.510583","SUBPREMISE: ROOFTOP","United States","US","Fort Bend County"
"16013","PostalAnnex+","The HUB Hillcrest Market","1050 University Ave Ste E107","San Diego","CA","92103-3359","(619) 230-5148","(619) 642-0750","hillcrest2@postalannex.com","https://www.postalannex.com/location/san-diego/16013","32.7496125","-117.1546324","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"0001MI","Navis Pack & Ship","c/o 1053MI","4245 44th St","Grand Rapids","MI","49512","(248) 662-3082","(248) 305-5915","grandrapids@gonavis.com","http://www.gonavis.com/mi0001","42.88411","-85.560573","PREMISE: ROOFTOP","United States","US","Kent County"
"0012NV","Navis Pack & Ship","","6185 S Valley View Blvd Ste L","Las Vegas","NV","89118-3919","(702) 494-9616","(702) 463-5676","lasvegas@gonavis.com","http://www.gonavis.com/nv0012","36.0784026","-115.1939851","SUBPREMISE: ROOFTOP","United States","US","Clark County"
"1001CO","Navis Pack & Ship","","2306 S Colorado Blvd","Denver","CO","80222-5905","(303) 753-0805","(303) 753-1624","co1001@gonavis.com","http://www.gonavis.com/co1001","39.6745301","-104.9405167","STREET_ADDRESS: ROOFTOP","United States","US","Denver County"
"1007CN","Navis Pack & Ship","","10-910 Rowntree Dairy Rd","Woodbridge","ON","L4L 5W5","(905) 264-5984","(905) 264-2570","cn1007@gonavis.com","http://www.gonavis.com/cn1007","43.7816983","-79.5713312","STREET_ADDRESS: ROOFTOP","Canada","CA","York Regional Municipality"
"1007MN","Navis Pack & Ship","","1113 7th St NW","Rochester","MN","55901-1763","(507) 282-3676","(507) 282-5049","mn1007@gonavis.com","http://www.gonavis.com/mn1007","44.0318906","-92.4800569","STREET_ADDRESS: ROOFTOP","United States","US","Olmsted County"
"10099OR","Handle With Care Packaging Store","","6150 SW Arctic Dr","Beaverton","OR","97005-9448","(503) 292-2025","(503) 297-7838","or10099@gopackagingstore.com","http://www.gopackagingstore.com/or10099","45.4753594","-122.778102","STREET_ADDRESS: ROOFTOP","United States","US","Washington County"
"1011CT","Navis Pack & Ship","","540 Grant St","Bridgeport","CT","06610-3233","(203) 335-7447","(203) 368-4220","ct1011@gonavis.com","http://www.gonavis.com/ct1011","41.1883271","-73.1616511","PREMISE: ROOFTOP","United States","US","Fairfield County"
"1013CO","Navis Pack & Ship","","1490 Garden of the Gods Suite D","Colorado Springs","CO","80907","(719) 633-2988","(719) 548-8176","co1013@gonavis.com","http://www.gonavis.com/co1013","38.8985531","-104.8554523","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"1021TX","Navis Pack & Ship","","9232 Research Blvd","Austin","TX","78758-6802","(512) 997-9674","(512) 997-9675","tx1021@gonavis.com","http://www.gonavis.com/tx1021","30.3772852","-97.7360062","STREET_ADDRESS: ROOFTOP","United States","US","Travis County"
"1027CA","Navis Pack & Ship","","20914 Bake Parkway Ste 104","Lake Forest","CA","92630-2174","(949) 458-3672","(949) 458-3658","ca1027@gonavis.com","http://www.gonavis.com/ca1027","33.6581144","-117.6989371","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"1028CO","Navis Pack & Ship","","5641 E. 56th Ave","Commerce City","CO","80022","(303) 455-8080","(303) 853-4682","CO1028@goNavis.com","http://www.gonavis.com/co1028","39.7995169","-104.9209145","PREMISE: ROOFTOP","United States","US","Adams County"
"1030NC","Navis Pack & Ship","","200 E Arrowhead Dr Ste W4","Charlotte","NC","28213-6466","(704) 399-1036","(704) 399-8843","nc1030@gonavis.com","http://www.gonavis.com/nc1030","35.2698345","-80.7664039","PREMISE: ROOFTOP","United States","US","Mecklenburg County"
"1032UT","Navis Pack & Ship","","2943 Parkway Blvd","Salt Lake City","UT","84119","(801) 487-1036","(801) 487-1038","UT1032@goNavis.com","http://www.gonavis.com/ut1032","40.7117199","-111.9626246","STREET_ADDRESS: ROOFTOP","United States","US","Salt Lake County"
"1041GA","Navis Pack & Ship","","1456 Chattahoochee Ave NW","Atlanta","GA","30318-2832","(404) 355-1871","(404) 420-2666","ga1041@gonavis.com","http://www.gonavis.com/ga1041","33.8067762","-84.4350103","STREET_ADDRESS: ROOFTOP","United States","US","Fulton County"
"1043IL","Navis Pack & Ship","","5024 Chase Ave","Downers Grove","IL","60515-4013","(630) 663-1310","(630) 663-1939","il1043@gonavis.com","http://www.gonavis.com/il1043","41.7944548","-88.041238","PREMISE: ROOFTOP","United States","US","Dupage County"
"1047FL","Navis Pack & Ship","","4811 Bowden Rd","Jacksonville","FL","32216-5904","(904) 880-7676","(904) 880-7787","fl1047@gonavis.com","http://www.gonavis.com/fl1047","30.2653537","-81.6185691","PREMISE: ROOFTOP","United States","US","Duval County"
"1049MO","Navis Pack & Ship","","4 Sunnen Dr Ste 145","Maplewood","MO","63143-3814","(314) 646-0803","(314) 646-0840","mo1049@gonavis.com","http://www.gonavis.com/mo1049","38.6052362","-90.325885","SUBPREMISE: ROOFTOP","United States","US","St Louis County"
"1053MI","Navis Pack & Ship","","22870 Venture Dr Ste A","Novi","MI","48375-4185","(248) 692-0007","(248) 305-5915","mi1053@gonavis.com","http://www.gonavis.com/mi1053","42.455637","-83.4628645","SUBPREMISE: ROOFTOP","United States","US","Oakland County"
"1056NC","Navis Pack & Ship","- 1056NC","1040 Corporation Pkwy","Raleigh","NC","27610-1367","(919) 467-0084","(919) 832-3630","nc1056@gonavis.com","http://www.gonavis.com/nc1056","35.7920519","-78.5679081","PREMISE: ROOFTOP","United States","US","Wake County"
"1060TX","Navis Pack & Ship","- 1060TX","11009 Shady Trl","Dallas","TX","75229-5603","(817) 589-1569","(817) 590-4521","tx1060@gonavis.com","http://www.gonavis.com/tx1060","32.8817344","-96.8908503","PREMISE: ROOFTOP","United States","US","Dallas County"
"1062TX","Navis Pack & Ship","","11009 Shady Trail -1062TX","Dallas","TX","75229-5603","(972) 870-1212","(972) 870-1675","tx1062@gonavis.com","http://www.gonavis.com/tx1062","32.8817344","-96.8908503","PREMISE: ROOFTOP","United States","US","Dallas County"
"1064NC","Navis Pack & Ship","- 1064NC","1040 Corporation Pkwy Ste 116","Raleigh","NC","27610-1367","(919) 832-9006","(919) 832-3630","nc1064@gonavis.com","http://www.gonavis.com/nc1064","35.7920519","-78.5679081","SUBPREMISE: ROOFTOP","United States","US","Wake County"
"1075MD","Navis Pack & Ship","","6671 Santa Barbara Road, Suite E","Elkridge","MD","21075","(410) 737-8020","(410) 737-8121","md1075@gonavis.com","http://www.gonavis.com/md1075","39.1907394","-76.7457933","SUBPREMISE: ROOFTOP","United States","US","Howard County"
"1084CA","Navis Pack & Ship","","11415 Sunrise Gold Cir Ste 10","Rancho Cordova","CA","95742-6582","(916) 638-3200","(916) 638-3209","ca1084@gonavis.com","http://www.gonavis.com/ca1084","38.5971591","-121.2599606","SUBPREMISE: ROOFTOP","United States","US","Sacramento County"
"1093ID","Navis Pack & Ship","","1100 Taylor Ave","Meridian","ID","83642-7739","(208) 322-9459","(208) 377-3715","id1093@gonavis.com","http://www.gonavis.com/id1093","43.607859","-116.407237","STREET_ADDRESS: ROOFTOP","United States","US","Ada County"
"1094MN","Navis Pack & Ship","","1170 Eagan Industrial Rd Ste 6","Eagan","MN","55121-1281","(651) 209-7194","(651) 209-7198","mn1094@gonavis.com","http://www.gonavis.com/mn1094","44.8529978","-93.1528896","SUBPREMISE: ROOFTOP","United States","US","Dakota County"
"1099CA","Navis Pack & Ship","","2230 Will Wool Dr Ste 109","San Jose","CA","95112-2605","(650) 365-8600","(650) 365-8602","ca1099@gonavis.com","http://www.gonavis.com/ca1099","37.3133558","-121.8477912","SUBPREMISE: ROOFTOP","United States","US","Santa Clara County"
"11009OR","Navis Pack & Ship","","7911 NE 33rd Dr","Portland","OR","97211","(503) 384-2270","(503) 284-6110","or11009@gonavis.com","http://www.gonavis.com/or11009","45.5807114","-122.6347069","PREMISE: ROOFTOP","United States","US","Multnomah County"
"1100WA","Navis Pack & Ship","","7082 South 220th Street","Kent","WA","98032","(253) 872-4443","(253) 872-4134","wa1100@gonavis.com","http://www.gonavis.com/wa1100","47.4052985","-122.2450619","STREET_ADDRESS: ROOFTOP","United States","US","King County"
"1101IL","Navis Pack & Ship","","777 Joyce Rd Unit D","Joliet","IL","60436-1878","(815) 630-5673","(815) 630-5855","il1101@gonavis.com","http://www.gonavis.com/il1101","41.5104855","-88.1409397","SUBPREMISE: ROOFTOP","United States","US","Will County"
"1102CA","Navis Pack & Ship","","510 Bryant St","San Francisco","CA","94107-1217","(415) 227-0776","(415) 227-0736","ca1102@gonavis.com","http://www.gonavis.com/ca1102","37.7812135","-122.3963807","PREMISE: ROOFTOP","United States","US","San Francisco County"
"1103CA","Navis Pack & Ship","","2230 Will Wool Dr","San Jose","CA","95112-2605","(408) 955-7225","(408) 938-0796","ca1103@gonavis.com","http://www.gonavis.com/ca1103","37.3133558","-121.8477912","PREMISE: ROOFTOP","United States","US","Santa Clara County"
"1104PA","Navis Pack & Ship","","780 Primos Ave Ste A","Folcroft","PA","19032-2000","(610) 534-0750","(610) 534-0165","pa1104@gonavis.com","http://www.gonavis.com/pa1104","39.8936016","-75.2763622","SUBPREMISE: ROOFTOP","United States","US","Delaware County"
"1108VA","Navis Pack & Ship","","1025 Executive Blvd Ste 101","Chesapeake","VA","23320-3650","(757) 410-4643","(757) 410-4650","va1108@gonavis.com","http://www.gonavis.com/va1108","36.7580806","-76.2305377","SUBPREMISE: ROOFTOP","United States","US",""
"13003CA","Navis Pack & Ship","","3760 Riley St","San Diego","CA","92110","(619) 677-2676","(619) 677-2895","CA13003@GoNavis.com","http://www.gonavis.com/about/ca13003","32.7538178","-117.205629","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"13005MA","Navis Pack & Ship","","53B Otis St","Westborough","MA","01581-3347","(508) 870-3111","(508) 870-2244","ma13005@gonavis.com","http://www.gonavis.com/ma13005","42.2779472","-71.647935","STREET_ADDRESS: ROOFTOP","United States","US","Worcester County"
"14004OH","Navis Pack & Ship","-14004OH","5738 Westbourne Ave","Columbus","OH","43213","(614) 706-5958","(614) 706-5965","oh14004@gonavis.com","Navis of Columbus, OH","39.9842747","-82.8465965","STREET_ADDRESS: ROOFTOP","United States","US","Franklin County"
"15008 - RE-OPENING SOON","PostalAnnex+","Garden Square","8547 NW 186th St","Hialeah","FL","33015-2557","","","","https://www.postalannex.com/location/hialeah/15008","25.9434337","-80.3404291","STREET_ADDRESS: ROOFTOP","United States","US","Miami-Dade County"
"15010FL","Navis Pack & Ship","","920 W 2nd St","Lakeland","FL","33805","(863) 279-1335","(863) 646-1005","FL15010@goNavis.com","http://www.goNavis.com/FL15010","28.0563699","-81.9676547","PREMISE: ROOFTOP","United States","US","Polk County"
"16002OH","Navis Pack & Ship","","5738 Westbourne Ave  -16002OH","Columbus","OH","43213","(513) 277-0318","","oh16002@gonavis.com","Navis of Cincinnati, OH","39.9842747","-82.8465965","STREET_ADDRESS: ROOFTOP","United States","US","Franklin County"
"525CA","Navis Pack & Ship","","19424 Cabot Blvd","Hayward","CA","94545-1140","(925) 460-8455","(925) 460-8452","CA525@goNavis.com","http://www.gonavis.com/ca525","37.6560116","-122.1399933","STREET_ADDRESS: RANGE_INTERPOLATED","United States","US","Alameda County"
"7101AK","Handle With Care Packaging Store","","549 W Intl Airport Rd Ste A10","Anchorage","AK","99518-1113","(907) 563-9876","(907) 563-8531","ak101@gopackagingstore.com","http://www.gopackagingstore.com/ak101","61.1746296","-149.8939394","PREMISE: ROOFTOP","United States","US","Anchorage"
"7101CT","Handle With Care Packaging Store","","375 Fairfield Ave Bldg 5","Stamford","CT","06902-7220","(203) 329-0301","(203) 329-8570","ct101@gopackagingstore.com","http://www.gopackagingstore.com/ct101","41.037862","-73.5527658","STREET_ADDRESS: ROOFTOP","United States","US","Fairfield County"
"7102FL","Handle With Care Packaging Store","","National Logistics Solutions","Ft Lauderdale","FL","33334-3979","(800) 344-3528","","","","26.180392","-80.1372757","POSTAL_CODE: APPROXIMATE","United States","US","Broward County"
"7102ND","Handle With Care Packaging Store","","4700 DeMers Ave","Grand Forks","ND","58201-3801","(701) 772-6686","(701) 746-7050","nd102@gopackagingstore.com","http://www.gopackagingstore.com/nd102","47.9176026","-97.0982596","PREMISE: ROOFTOP","United States","US","Grand Forks County"
"7103FL","Handle With Care Packaging Store","","129 NW 13th St","Boca Raton","FL","33432-1635","(561) 392-8292","(561) 392-6068","fl103@gopackagingstore.com","http://www.gopackagingstore.com/fl103","26.363476","-80.0885326","PREMISE: ROOFTOP","United States","US","Palm Beach County"
"7103TX","Handle With Care Packaging Store","","620 W Ferguson St Ste B","Pharr","TX","78577-2409","(956) 781-6913","(956) 702-1821","tx103@gopackagingstore.com","http://www.gopackagingstore.com/tx103","26.2130886","-98.1898369","SUBPREMISE: ROOFTOP","United States","US","Hidalgo County"
"7104CT","Navis Pack & Ship","","199 Adams St","Manchester","CT","06042-1919","(860) 432-8480","(860) 649-5077","CT7104@gonavis.com","https://www.gonavis.com/ct7104","41.7894728","-72.5513161","PREMISE: ROOFTOP","United States","US","Hartford County"
"7104HI","Handle With Care Packaging Store","","2282 Hoonee Pl Ste 24","Honolulu","HI","96819-2214","(808) 843-8098","(808) 842-9124","hi104@gopackagingstore.com","http://www.gopackagingstore.com/hi104","21.3285808","-157.8902797","SUBPREMISE: ROOFTOP","United States","US","Honolulu County"
"7104UT","Handle With Care Packaging Store","","PO Box 2820","Park City","UT","84060-2820","(435) 649-6402","(435) 649-3345","ut104@gopackagingstore.com","http://www.gopackagingstore.com/ut104","40.6365451","-111.4991334","POSTAL_CODE: APPROXIMATE","United States","US",""
"7106CA","Handle With Care Packaging Store","","1207 S Pacific Coast Hwy","Redondo Beach","CA","90277-4905","(310) 540-1133","(310) 540-9571","ca106@gopackagingstore.com","http://www.gopackagingstore.com/ca106","33.8242758","-118.3857176","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"7108IA","Handle With Care Packaging Store","","3200 Ingersoll Ave Ste C","Des Moines","IA","50312-3917","(515) 255-4242","(515) 255-0937","ia108@gopackagingstore.com","http://www.gopackagingstore.com/ia108","41.5859612","-93.6607106","SUBPREMISE: ROOFTOP","United States","US","Polk County"
"7110FL","Handle With Care Packaging Store","","4275 SE Federal Hwy","Stuart","FL","34997-4936","(772) 221-0566","(772) 221-0599","fl110@gopackagingstore.com","http://www.gopackagingstore.com/fl110","27.1537479","-80.217851","STREET_ADDRESS: ROOFTOP","United States","US","Martin County"
"7111NY","Handle With Care Packaging Store","","2107 41st Ave","Long Island City","NY","11101-4813","(718) 706-8900","(718) 706-9295","ny111@gopackagingstore.com","http://www.gopackagingstore.com/ny111","40.7540099","-73.9416852","PREMISE: ROOFTOP","United States","US","Queens County"
"7112PA","Handle With Care Packaging Store","","2333 Welsh Rd Ste C3","Lansdale","PA","19446-6818","(215) 361-6940","(215) 361-6941","pa112@gopackagingstore.com","http://www.gopackagingstore.com/pa112","40.262843","-75.3160488","STREET_ADDRESS: ROOFTOP","United States","US","Montgomery County"
"7112VA","Handle With Care Packaging Store","","5145 Duke St Ste D","Alexandria","VA","22304-2923","(703) 751-2446","(703) 751-2448","va112@gopackagingstore.com","http://www.gopackagingstore.com/va112","38.8126417","-77.1211877","SUBPREMISE: ROOFTOP","United States","US",""
"7115NC","Handle With Care Packaging Store","","475 Jake Alexander Blvd W Ste 102","Salisbury","NC","28147-1421","(704) 638-9922","(704) 637-0358","nc115@gopackagingstore.com","http://www.gopackagingstore.com/nc115","35.6597012","-80.5010216","SUBPREMISE: ROOFTOP","United States","US","Rowan County"
"7117VA","Handle With Care Packaging Store","","5707 Plank Rd","Fredericksburg","VA","22407-6227","(540) 772-0999","(540) 785-0334","va117@gopackagingstore.com","http://www.gopackagingstore.com/va117","38.2915468","-77.5676352","STREET_ADDRESS: RANGE_INTERPOLATED","United States","US","Spotsylvania County"
"7118MI","Handle With Care Packaging Store","","1425 W South Airport Rd Ste E","Traverse City","MI","49686-4774","(231) 929-7225","(231) 929-7275","mi118@gopackagingstore.com","http://www.gopackagingstore.com/mi118","44.7326147","-85.60436","SUBPREMISE: ROOFTOP","United States","US","Grand Traverse County"
"7122CA","Handle With Care Packaging Store","","13907 Artesia Blvd","Cerritos","CA","90703-9001","(562) 407-3700","(714) 735-9723","ca122@gopackagingstore.com","http://www.gopackagingstore.com/ca122","33.8736921","-118.0352036","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"7122CO","Handle With Care Packaging Store","","9227 E Lincoln Ave Ste 200","Lone Tree","CO","80124-5504","(303) 649-0105","(303) 649-0107","co122@gopackagingstore.com","http://www.gopackagingstore.com/co122","39.5384837","-104.8835784","SUBPREMISE: ROOFTOP","United States","US","Douglas County"
"7202AK","Handle With Care Packaging Store","","102 E Marydale Ave","Soldotna","AK","99669-7554","(907) 260-4862","(907) 260-5346","ak202@gopackagingstore.com","http://www.gopackagingstore.com/ak202","60.495331","-151.0720357","STREET_ADDRESS: ROOFTOP","United States","US","Kenai Peninsula Borough"
"7202OH","Handle With Care Packaging Store","","7999 Clyo Rd Ste C","Dayton","OH","45459-4973","(937) 436-3776","(937) 436-3199","oh202@gopackagingstore.com","http://www.gopackagingstore.com/oh202","39.6290201","-84.1400353","SUBPREMISE: ROOFTOP","United States","US","Montgomery County"
"7203VA","Handle With Care Packaging Store","","6541 Commonwealth Drive","Roanoke","VA","24018-5160","(540) 772-0999","(540) 774-1681","va203@gopackagingstore.com","http://www.gopackagingstore.com/va203","37.2103139","-79.99601","STREET_ADDRESS: ROOFTOP","United States","US","Roanoke County"
"7205CA","Handle With Care Packaging Store","","7848 Silverton Ave Ste A","San Diego","CA","92126-6308","(858) 549-7225","(858) 549-7274","ca205@gopackagingstore.com","http://www.gopackagingstore.com/ca205","32.8914099","-117.1524842","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"7301CA","Handle With Care Packaging Store","","2128 Knoll Dr Ste B","Ventura","CA","93003-7325","(805) 658-1872","(805) 658-1983","ca301@gopackagingstore.com","http://www.gopackagingstore.com/ca301","34.2536004","-119.2194401","SUBPREMISE: ROOFTOP","United States","US","Ventura County"
